our_best_perm,Wil_best_perm,rand_perm,nr_checks_our,nr_checks_Wil,nr_checks_rand,minimum_check_number
3352,6,4,4,3,3,3,3
3359,2,4,3,1,3,2,1
3371,1,4,3,1,3,2,1
3372,2,4,1,3,3,3,3
3373,2,4,6,3,3,3,3
3376,6,4,6,3,3,3,3
3388,2,4,2,1,3,1,1
3389,3,4,3,3,3,3,3
3416,2,4,4,1,3,3,1
3421,1,4,4,1,3,3,1
3435,2,4,6,1,3,3,1
3436,6,4,2,3,3,3,3
3445,2,4,2,1,3,1,1
3448,4,4,2,3,3,3,3
3456,6,4,2,3,3,3,3
3460,1,4,3,3,3,3,3
3462,1,4,1,1,3,1,1
3465,5,4,3,3,3,3,3
3466,1,4,6,1,3,3,1
3467,6,4,2,3,3,3,3
3469,2,4,1,1,3,1,1
3480,6,4,5,3,3,3,3
3481,4,4,2,3,3,3,3
3487,2,4,5,3,3,3,3
3488,6,4,4,3,3,3,3
3491,2,4,6,3,3,3,3
3498,1,4,5,1,3,2,1
3499,6,4,3,3,3,3,3
3503,6,4,3,3,3,3,3
3504,2,4,6,3,3,3,3
3510,2,4,6,1,3,3,1
3515,6,4,2,3,3,3,3
3526,1,4,5,3,3,3,3
3532,2,4,5,1,3,2,1
3534,4,4,4,3,3,3,3
3535,2,4,6,3,3,3,3
3545,6,4,5,3,3,3,3
3549,2,4,1,1,3,1,1
3551,6,4,4,3,3,3,3
3561,2,4,2,1,3,1,1
3567,2,4,1,1,3,1,1
3572,2,4,3,3,3,3,3
3583,2,4,5,3,3,3,3
3584,2,4,3,3,3,3,3
3594,1,4,6,1,3,3,1
3604,2,4,1,1,3,1,1
3622,6,4,1,3,3,3,3
3624,6,4,3,3,3,3,3
3629,2,4,5,3,3,3,3
3633,2,4,6,1,3,3,1
3637,2,4,1,3,3,3,3
3643,2,4,1,3,3,3,3
3649,2,4,3,1,3,2,1
3660,2,4,6,1,3,3,1
3665,2,4,5,3,3,3,3
3666,2,4,1,1,3,1,1
3667,2,4,6,3,3,3,3
3669,6,4,4,3,3,3,3
3696,2,4,2,1,3,1,1
3697,1,4,2,3,3,3,3
3698,1,4,3,3,3,3,3
3714,3,4,5,3,3,3,3
3718,6,4,4,3,3,3,3
3733,4,4,3,3,3,3,3
3736,2,4,3,3,3,3,3
3740,6,4,4,3,3,3,3
3742,2,4,2,1,3,1,1
3743,2,4,3,3,3,3,3
3750,1,4,4,1,3,3,1
3752,2,4,5,3,3,3,3
3762,6,4,6,3,3,3,3
3770,2,4,3,1,3,2,1
3773,2,4,1,1,3,1,1
3775,2,4,3,1,3,2,1
3778,2,4,4,1,3,3,1
3782,1,4,1,3,3,3,3
3783,1,4,5,3,3,3,3
3786,2,4,5,3,3,3,3
3812,2,4,1,1,3,1,1
3814,2,4,4,3,3,3,3
3825,2,4,6,3,3,3,3
3830,1,4,1,3,3,3,3
3845,6,4,6,3,3,3,3
3846,2,4,3,1,3,2,1
3848,2,4,6,1,3,3,1
3853,2,4,1,3,3,3,3
3863,2,4,6,3,3,3,3
3869,2,4,4,1,3,3,1
3884,2,4,6,1,3,3,1
3896,2,4,2,1,3,1,1
3898,4,4,3,3,3,3,3
3909,2,4,1,1,3,1,1
3912,2,4,2,1,3,1,1
3913,1,4,4,1,3,3,1
3916,2,4,2,1,3,1,1
3920,6,4,5,3,3,3,3
3930,6,4,3,3,3,3,3
3940,5,4,2,3,3,3,3
3945,1,4,3,1,3,2,1
3950,2,4,5,1,3,2,1
3955,1,4,4,1,3,3,1
3964,4,4,6,3,3,3,3
3965,2,4,6,1,3,3,1
3972,2,4,2,1,3,1,1
3973,6,4,3,3,3,3,3
3983,6,4,2,3,3,3,3
3990,6,4,1,3,3,3,3
3996,2,4,4,1,3,3,1
3998,2,4,4,1,3,3,1
4000,2,4,6,1,3,3,1
4015,6,4,1,3,3,3,3
4028,2,4,6,1,3,3,1
4029,6,4,3,3,3,3,3
4031,1,4,4,1,3,3,1
4039,2,4,6,1,3,3,1
4041,2,4,4,1,3,3,1
4051,1,4,2,3,3,3,3
4052,2,4,1,1,3,1,1
4056,2,4,6,1,3,3,1
4059,6,4,5,3,3,3,3
4062,2,4,4,3,3,3,3
4075,6,4,2,3,3,3,3
4078,4,4,1,3,3,3,3
4080,2,4,5,1,3,2,1
4082,6,4,2,3,3,3,3
4085,2,4,2,1,3,1,1
4093,2,4,1,1,3,1,1
4094,1,4,6,1,3,3,1
