our_best_perm,Wil_best_perm,rand_perm,nr_checks_our,nr_checks_Wil,nr_checks_rand,minimum_check_number
3355,2,4,2,1,3,1,1
3357,2,4,5,1,3,2,1
3358,2,4,3,1,3,2,1
3360,2,4,2,1,3,1,1
3375,6,4,1,3,3,3,3
3376,6,4,3,3,3,3,3
3381,2,4,1,1,3,1,1
3385,2,4,4,1,3,3,1
3390,2,4,5,1,3,2,1
3402,2,4,3,1,3,2,1
3404,6,4,2,3,3,3,3
3409,2,4,4,3,3,3,3
3411,5,4,6,3,3,3,3
3412,6,4,4,3,3,3,3
3418,2,4,5,3,3,3,3
3424,5,4,5,3,3,3,3
3429,6,4,4,3,3,3,3
3434,2,4,1,3,3,3,3
3460,2,4,5,3,3,3,3
3469,2,4,4,1,3,3,1
3474,2,4,2,3,3,3,3
3475,2,4,3,3,3,3,3
3478,2,4,2,1,3,1,1
3479,2,4,1,3,3,3,3
3480,6,4,5,3,3,3,3
3492,6,4,6,3,3,3,3
3496,6,4,4,3,3,3,3
3503,6,4,1,3,3,3,3
3508,2,4,6,3,3,3,3
3519,2,4,1,1,3,1,1
3521,2,4,3,3,3,3,3
3526,2,4,2,3,3,3,3
3528,6,4,2,3,3,3,3
3534,6,4,2,3,3,3,3
3535,2,4,5,3,3,3,3
3537,2,4,2,3,3,3,3
3543,2,4,2,1,3,1,1
3544,2,4,2,1,3,1,1
3545,6,4,4,3,3,3,3
3546,2,4,2,1,3,1,1
3555,2,4,6,1,3,3,1
3567,2,4,2,1,3,1,1
3568,2,4,3,1,3,2,1
3578,2,4,1,3,3,3,3
3584,2,4,2,3,3,3,3
3586,6,4,3,3,3,3,3
3589,2,4,6,1,3,3,1
3591,2,4,1,1,3,1,1
3594,2,4,5,1,3,2,1
3595,6,4,3,3,3,3,3
3598,2,4,2,1,3,1,1
3599,6,4,2,3,3,3,3
3634,1,4,1,1,3,1,1
3641,2,4,6,3,3,3,3
3657,2,4,4,3,3,3,3
3684,2,4,4,1,3,3,1
3687,2,4,4,1,3,3,1
3698,2,4,1,3,3,3,3
3702,4,4,2,3,3,3,3
3706,6,4,3,3,3,3,3
3708,6,4,6,3,3,3,3
3710,2,4,1,1,3,1,1
3713,2,4,2,1,3,1,1
3716,4,4,6,3,3,3,3
3728,2,4,5,1,3,2,1
3742,2,4,6,1,3,3,1
3743,2,4,4,3,3,3,3
3761,2,4,6,3,3,3,3
3766,1,4,3,3,3,3,3
3776,6,4,1,3,3,3,3
3779,4,4,1,3,3,3,3
3781,2,4,2,1,3,1,1
3783,6,4,1,3,3,3,3
3784,2,4,6,1,3,3,1
3790,2,4,1,3,3,3,3
3795,2,4,1,1,3,1,1
3796,5,4,6,3,3,3,3
3802,4,4,5,3,3,3,3
3808,6,4,4,3,3,3,3
3809,6,4,5,3,3,3,3
3814,2,4,4,3,3,3,3
3826,2,4,6,1,3,3,1
3827,6,4,5,3,3,3,3
3840,2,4,3,3,3,3,3
3845,6,4,6,3,3,3,3
3850,2,4,2,1,3,1,1
3853,2,4,4,3,3,3,3
3859,2,4,3,3,3,3,3
3860,2,4,5,1,3,2,1
3862,2,4,3,1,3,2,1
3865,2,4,6,3,3,3,3
3866,2,4,6,1,3,3,1
3868,2,4,5,1,3,2,1
3874,6,4,3,3,3,3,3
3875,6,4,1,3,3,3,3
3881,2,4,4,3,3,3,3
3883,2,4,5,1,3,2,1
3884,2,4,3,1,3,2,1
3896,2,4,6,1,3,3,1
3899,6,4,2,3,3,3,3
3905,2,4,3,1,3,2,1
3914,2,4,2,3,3,3,3
3917,2,4,5,3,3,3,3
3918,2,4,4,1,3,3,1
3921,2,4,1,1,3,1,1
3927,2,4,6,1,3,3,1
3951,6,4,4,3,3,3,3
3952,2,4,4,3,3,3,3
3954,2,4,3,1,3,2,1
3955,1,4,1,1,3,1,1
3963,5,4,3,3,3,3,3
3967,2,4,1,1,3,1,1
3969,6,4,3,3,3,3,3
3972,2,4,3,1,3,2,1
3973,6,4,6,3,3,3,3
3995,2,4,2,1,3,1,1
4008,2,4,5,1,3,2,1
4013,6,4,1,3,3,3,3
4014,2,4,4,3,3,3,3
4016,5,4,4,3,3,3,3
4017,2,4,2,1,3,1,1
4019,2,4,2,1,3,1,1
4020,2,4,2,1,3,1,1
4023,2,4,5,1,3,2,1
4024,6,4,5,3,3,3,3
4026,2,4,2,1,3,1,1
4033,6,4,2,3,3,3,3
4036,5,4,1,3,3,3,3
4040,2,4,4,1,3,3,1
4051,2,4,6,3,3,3,3
4052,2,4,5,1,3,2,1
4072,1,4,3,1,3,2,1
4075,6,4,6,3,3,3,3
4080,2,4,5,1,3,2,1
4090,2,4,3,1,3,2,1
4105,2,4,3,3,3,3,3
4106,2,4,3,3,3,3,3
4110,2,4,4,1,3,3,1
4114,2,4,6,1,3,3,1
4116,2,4,3,3,3,3,3
4117,6,4,5,3,3,3,3
4121,2,4,4,1,3,3,1
4130,2,4,6,1,3,3,1
4135,4,4,2,3,3,3,3
4147,6,4,4,3,3,3,3
4157,2,4,2,1,3,1,1
4165,1,4,5,1,3,2,1
4173,2,4,2,1,3,1,1
4179,2,4,6,1,3,3,1
4187,2,4,1,1,3,1,1
4194,2,4,1,1,3,1,1
4209,2,4,5,1,3,2,1
4210,2,4,2,3,3,3,3
4214,6,4,3,3,3,3,3
4227,2,4,3,3,3,3,3
4228,2,4,1,3,3,3,3
4231,6,4,6,3,3,3,3
4236,2,4,2,1,3,1,1
4245,6,4,2,3,3,3,3
4249,6,4,1,3,3,3,3
4250,2,4,4,1,3,3,1
4262,6,4,2,3,3,3,3
4267,2,4,5,1,3,2,1
4274,1,4,1,1,3,1,1
4277,2,4,5,1,3,2,1
4289,2,4,2,1,3,1,1
4292,6,4,4,3,3,3,3
4293,2,4,4,1,3,3,1
4299,5,4,4,3,3,3,3
4301,2,4,4,1,3,3,1
4302,2,4,2,1,3,1,1
4311,2,4,1,1,3,1,1
4312,2,4,4,1,3,3,1
4328,2,4,2,1,3,1,1
4335,2,4,2,1,3,1,1
4349,2,4,2,1,3,1,1
4356,2,4,6,1,3,3,1
4357,2,4,6,1,3,3,1
4359,2,4,4,1,3,3,1
4361,6,4,6,3,3,3,3
4366,2,4,2,3,3,3,3
4369,2,4,2,1,3,1,1
4371,2,4,6,1,3,3,1
4378,2,4,1,3,3,3,3
4382,6,4,6,3,3,3,3
4390,2,4,3,1,3,2,1
4393,2,4,4,1,3,3,1
4395,2,4,4,3,3,3,3
4408,6,4,6,3,3,3,3
4413,2,4,3,1,3,2,1
4414,2,4,5,3,3,3,3
4424,2,4,2,1,3,1,1
4436,2,4,3,1,3,2,1
4445,2,4,6,1,3,3,1
4446,6,4,3,3,3,3,3
4448,2,4,4,1,3,3,1
4451,2,4,1,3,3,3,3
4465,2,4,2,1,3,1,1
4469,2,4,4,1,3,3,1
4475,2,4,2,1,3,1,1
4480,2,4,5,1,3,2,1
4482,2,4,5,1,3,2,1
4485,2,4,3,1,3,2,1
4487,1,4,2,1,3,1,1
4489,2,4,3,1,3,2,1
4493,2,4,4,1,3,3,1
4494,2,4,6,1,3,3,1
4500,2,4,4,1,3,3,1
4504,6,4,2,3,3,3,3
4510,2,4,6,1,3,3,1
4512,6,4,5,3,3,3,3
4514,6,4,6,3,3,3,3
4516,2,4,1,1,3,1,1
4519,2,4,3,1,3,2,1
4522,2,4,6,1,3,3,1
4525,2,4,1,1,3,1,1
4532,4,4,1,3,3,3,3
4535,6,4,1,3,3,3,3
4541,6,4,6,3,3,3,3
4552,2,4,1,1,3,1,1
4558,2,4,5,1,3,2,1
4564,4,4,2,3,3,3,3
4574,2,4,2,1,3,1,1
4580,6,4,1,3,3,3,3
4589,2,4,5,1,3,2,1
4590,2,4,6,1,3,3,1
4612,2,4,1,1,3,1,1
4618,2,4,5,1,3,2,1
4625,2,4,6,3,3,3,3
4627,2,4,4,1,3,3,1
4630,2,4,2,1,3,1,1
4633,6,4,6,3,3,3,3
4634,2,4,1,1,3,1,1
4635,2,4,3,1,3,2,1
4637,2,4,5,1,3,2,1
4646,2,4,1,3,3,3,3
4650,2,4,6,1,3,3,1
4653,2,4,5,1,3,2,1
4657,4,4,3,3,3,3,3
4659,2,4,1,1,3,1,1
4669,2,4,3,1,3,2,1
4677,4,4,2,3,3,3,3
4684,2,4,5,1,3,2,1
4687,2,4,6,1,3,3,1
4688,2,4,4,1,3,3,1
4696,2,4,5,1,3,2,1
4705,2,4,6,1,3,3,1
4745,4,4,5,3,3,3,3
4753,2,4,2,3,3,3,3
4765,1,4,5,1,3,2,1
4778,2,4,1,1,3,1,1
4787,2,4,5,1,3,2,1
4810,2,4,2,1,3,1,1
4819,2,4,1,1,3,1,1
4820,1,4,1,1,3,1,1
4825,2,4,4,1,3,3,1
4829,2,4,6,1,3,3,1
4837,2,4,3,3,3,3,3
4841,2,4,4,1,3,3,1
4844,1,4,5,1,3,2,1
4851,2,4,2,1,3,1,1
4852,2,4,5,1,3,2,1
4856,2,4,6,1,3,3,1
4857,2,4,3,1,3,2,1
4860,2,4,6,1,3,3,1
4862,2,4,4,1,3,3,1
4864,2,4,1,1,3,1,1
4878,2,4,5,1,3,2,1
4893,2,4,4,1,3,3,1
4894,2,4,2,1,3,1,1
4900,2,4,3,1,3,2,1
4919,2,4,3,1,3,2,1
4924,2,4,6,3,3,3,3
4927,2,4,6,1,3,3,1
4936,2,4,6,1,3,3,1
4937,2,4,2,1,3,1,1
4943,2,4,2,1,3,1,1
4945,2,4,1,1,3,1,1
4949,6,4,2,3,3,3,3
4956,6,4,6,3,3,3,3
4960,6,4,4,3,3,3,3
4973,2,4,4,1,3,3,1
4974,1,4,4,1,3,3,1
4976,2,4,6,1,3,3,1
4980,2,4,6,1,3,3,1
4992,2,4,3,1,3,2,1
4993,2,4,1,1,3,1,1
4997,6,4,3,3,3,3,3
5012,2,4,3,1,3,2,1
5015,2,4,4,3,3,3,3
5030,2,4,4,1,3,3,1
5033,4,4,6,3,3,3,3
5037,2,4,4,1,3,3,1
5049,2,4,4,1,3,3,1
5053,2,4,6,1,3,3,1
5054,6,4,4,3,3,3,3
5058,2,4,2,1,3,1,1
5065,2,4,6,1,3,3,1
5067,4,4,4,3,3,3,3
5072,4,4,6,3,3,3,3
5073,2,4,5,1,3,2,1
5075,1,4,4,3,3,3,3
5084,6,4,2,3,3,3,3
5093,6,4,4,3,3,3,3
5094,2,4,2,1,3,1,1
5097,2,4,2,1,3,1,1
5099,2,4,2,1,3,1,1
5102,2,4,2,1,3,1,1
5103,2,4,6,3,3,3,3
5121,2,4,6,1,3,3,1
5124,2,4,5,1,3,2,1
5127,2,4,3,1,3,2,1
5130,2,4,3,1,3,2,1
5133,2,4,3,1,3,2,1
5145,2,4,5,1,3,2,1
5153,2,4,5,1,3,2,1
5155,2,4,2,1,3,1,1
5159,2,4,6,1,3,3,1
5160,2,4,2,1,3,1,1
5166,2,4,6,1,3,3,1
5170,6,4,1,3,3,3,3
5174,2,4,6,1,3,3,1
5190,6,4,2,3,3,3,3
5192,2,4,1,1,3,1,1
5197,6,4,5,3,3,3,3
5206,2,4,4,1,3,3,1
5207,6,4,6,3,3,3,3
5216,4,4,6,3,3,3,3
5217,2,4,2,3,3,3,3
5225,4,4,2,3,3,3,3
5229,6,4,4,3,3,3,3
5230,2,4,4,1,3,3,1
5231,4,4,5,3,3,3,3
