our_best_perm,Wil_best_perm,rand_perm,nr_checks_our,nr_checks_Wil,nr_checks_rand,minimum_check_number
3355,1,4,5,1,3,2,1
3356,4,4,6,3,3,3,3
3362,1,4,2,1,3,1,1
3363,4,4,5,3,3,3,3
3381,1,4,3,1,3,2,1
3394,4,4,1,3,3,3,3
3397,4,4,5,3,3,3,3
3401,4,4,6,3,3,3,3
3404,6,4,6,3,3,3,3
3414,1,4,4,1,3,3,1
3415,4,4,3,3,3,3,3
3427,2,4,2,1,3,1,1
3428,5,4,6,2,3,3,1
3437,1,4,4,1,3,3,1
3442,1,4,6,1,3,3,1
3451,1,4,6,1,3,3,1
3457,1,4,3,1,3,2,1
3466,1,4,6,1,3,3,1
3467,4,4,3,3,3,3,3
3479,1,4,2,3,3,3,3
3480,6,4,2,3,3,3,3
3482,1,4,2,1,3,1,1
3497,4,4,3,3,3,3,3
3504,5,4,4,3,3,3,3
3513,6,4,3,3,3,3,3
3518,4,4,5,3,3,3,3
3526,4,4,4,3,3,3,3
3528,4,4,2,3,3,3,3
3545,6,4,1,3,3,3,3
3549,1,4,6,1,3,3,1
3550,4,4,4,3,3,3,3
3553,4,4,2,3,3,3,3
3555,3,4,2,2,3,1,1
3557,6,4,4,3,3,3,3
3562,4,4,6,3,3,3,3
3572,4,4,4,3,3,3,3
3574,4,4,5,3,3,3,3
3575,6,4,1,3,3,3,3
3576,1,4,5,1,3,2,1
3581,1,4,4,1,3,3,1
3590,6,4,1,3,3,3,3
3593,3,4,3,3,3,3,3
3607,3,4,2,2,3,1,1
3608,6,4,2,3,3,3,3
3615,4,4,2,3,3,3,3
3621,1,4,2,3,3,3,3
3625,4,4,2,3,3,3,3
3628,1,4,5,1,3,2,1
3636,1,4,2,1,3,1,1
3638,6,4,5,3,3,3,3
3639,4,4,1,3,3,3,3
3647,4,4,6,3,3,3,3
3654,1,4,5,1,3,2,1
3658,4,4,2,3,3,3,3
3667,4,4,6,3,3,3,3
3675,4,4,3,3,3,3,3
3677,4,4,4,3,3,3,3
3684,1,4,5,1,3,2,1
3685,6,4,5,3,3,3,3
3690,1,4,5,1,3,2,1
3693,4,4,3,3,3,3,3
3698,1,4,6,3,3,3,3
3712,4,4,6,3,3,3,3
3715,1,4,1,1,3,1,1
3716,6,4,1,3,3,3,3
3717,5,4,5,2,3,2,1
3721,1,4,5,1,3,2,1
3722,5,4,2,2,3,1,1
3724,6,4,4,3,3,3,3
3729,1,4,1,1,3,1,1
3732,5,4,5,2,3,2,1
3736,1,4,1,3,3,3,3
3741,1,4,5,3,3,3,3
3761,4,4,6,3,3,3,3
3774,4,4,2,3,3,3,3
3777,1,4,3,1,3,2,1
3783,4,4,5,3,3,3,3
3784,1,4,2,1,3,1,1
3787,1,4,3,1,3,2,1
3800,4,4,3,3,3,3,3
3802,4,4,5,3,3,3,3
3809,4,4,3,3,3,3,3
3814,4,4,3,3,3,3,3
3822,3,4,1,2,3,1,1
3826,1,4,3,1,3,2,1
3830,4,4,6,3,3,3,3
3840,6,4,6,3,3,3,3
3842,6,4,6,3,3,3,3
3850,1,4,1,1,3,1,1
3858,1,4,4,1,3,3,1
3859,6,4,6,3,3,3,3
3887,3,4,5,2,3,2,1
3902,1,4,1,1,3,1,1
3914,4,4,6,3,3,3,3
3919,3,4,4,3,3,3,3
3920,4,4,6,3,3,3,3
3926,3,4,4,2,3,3,1
3928,1,4,6,3,3,3,3
3936,1,4,6,1,3,3,1
3944,1,4,3,1,3,2,1
3945,1,4,4,1,3,3,1
3947,2,4,4,1,3,3,1
3951,6,4,2,3,3,3,3
3956,1,4,2,1,3,1,1
3957,4,4,3,3,3,3,3
3959,6,4,6,3,3,3,3
3961,1,4,1,1,3,1,1
3977,3,4,5,2,3,2,1
3987,1,4,3,1,3,2,1
3990,4,4,2,3,3,3,3
3993,1,4,5,1,3,2,1
3998,1,4,6,1,3,3,1
3999,1,4,1,1,3,1,1
4000,3,4,4,2,3,3,1
4006,1,4,4,1,3,3,1
4009,1,4,2,1,3,1,1
4016,6,4,3,3,3,3,3
4020,1,4,5,1,3,2,1
4023,3,4,4,2,3,3,1
4025,1,4,3,1,3,2,1
4028,1,4,6,1,3,3,1
4030,1,4,3,1,3,2,1
4031,1,4,6,1,3,3,1
4042,1,4,2,1,3,1,1
4045,3,4,4,2,3,3,1
4048,6,4,3,3,3,3,3
4049,1,4,6,1,3,3,1
4052,3,4,3,2,3,2,1
4055,4,4,5,3,3,3,3
4064,1,4,2,1,3,1,1
4069,1,4,5,1,3,2,1
4078,4,4,4,3,3,3,3
4090,1,4,2,1,3,1,1
4101,1,4,1,1,3,1,1
4102,4,4,6,3,3,3,3
4107,4,4,6,3,3,3,3
4109,5,4,1,2,3,1,1
4114,1,4,6,1,3,3,1
4143,1,4,5,3,3,3,3
4144,6,4,3,3,3,3,3
4145,1,4,6,1,3,3,1
4147,6,4,1,3,3,3,3
4149,1,4,4,1,3,3,1
4151,1,4,1,1,3,1,1
4159,2,4,5,1,3,2,1
4161,3,4,6,2,3,3,1
4165,1,4,6,1,3,3,1
4171,1,4,6,1,3,3,1
4179,1,4,2,1,3,1,1
4182,4,4,5,3,3,3,3
4183,5,4,1,3,3,3,3
4187,1,4,6,1,3,3,1
4191,1,4,4,3,3,3,3
4201,1,4,2,1,3,1,1
4230,5,4,4,2,3,3,1
4233,6,4,5,3,3,3,3
4240,6,4,5,3,3,3,3
4243,1,4,4,1,3,3,1
4247,1,4,3,1,3,2,1
4250,5,4,3,2,3,2,1
4264,1,4,2,1,3,1,1
4267,3,4,2,2,3,1,1
4269,4,4,2,3,3,3,3
4280,4,4,2,3,3,1,1
4283,1,4,2,1,3,1,1
4287,4,4,2,3,3,3,3
4293,1,4,4,1,3,3,1
4296,1,4,5,1,3,2,1
4299,6,4,6,3,3,3,3
4307,1,4,4,1,3,3,1
4313,4,4,2,3,3,3,3
4316,6,4,3,3,3,3,3
4322,1,4,2,1,3,1,1
4328,1,4,2,1,3,1,1
4335,3,4,2,2,3,1,1
4348,1,4,4,1,3,3,1
4349,1,4,3,1,3,2,1
4353,4,4,6,3,3,3,3
