our_best_perm,Wil_best_perm,rand_perm,nr_checks_our,nr_checks_Wil,nr_checks_rand,minimum_check_number
3355,1,4,3,1,3,2,1
3359,1,4,3,1,3,2,1
3365,4,4,2,3,3,3,3
3366,1,4,1,1,3,1,1
3367,4,4,3,3,3,3,3
3371,1,4,4,1,3,3,1
3373,4,4,4,3,3,3,3
3374,6,4,2,3,3,3,3
3377,4,4,4,3,3,3,3
3409,6,4,1,3,3,3,3
3415,4,4,3,3,3,3,3
3418,4,4,6,3,3,3,3
3421,3,4,2,2,3,1,1
3424,6,4,6,3,3,3,3
3426,4,4,1,3,3,3,3
3427,1,4,4,1,3,3,1
3429,6,4,1,3,3,3,3
3442,1,4,5,1,3,2,1
3452,4,4,6,3,3,3,3
3460,4,4,3,3,3,3,3
3469,1,4,2,1,3,1,1
3478,1,4,4,1,3,3,1
3485,1,4,6,1,3,3,1
3503,6,4,1,3,3,3,3
3504,1,4,3,3,3,3,3
3510,5,4,2,2,3,1,1
3523,4,4,1,3,3,3,3
3533,1,4,4,3,3,3,3
3539,4,4,6,3,3,3,3
3542,6,4,1,3,3,3,3
3544,3,4,6,2,3,3,1
3545,4,4,4,3,3,3,3
3546,1,4,6,1,3,3,1
3555,3,4,1,2,3,1,1
3568,1,4,1,1,3,1,1
3570,6,4,5,3,3,3,3
3571,4,4,6,3,3,3,3
3575,6,4,2,3,3,3,3
3576,1,4,1,1,3,1,1
3594,1,4,2,1,3,1,1
3597,1,4,5,3,3,3,3
3602,5,4,6,3,3,3,3
3615,4,4,3,3,3,3,3
3619,1,4,4,1,3,3,1
3622,4,4,2,3,3,3,3
3628,1,4,2,1,3,1,1
3629,4,4,4,3,3,3,3
3633,1,4,4,1,3,3,1
3639,4,4,3,3,3,3,3
3641,4,4,1,3,3,3,3
3651,4,4,4,3,3,3,3
3676,4,4,4,3,3,3,3
3685,1,4,5,3,3,3,3
3687,3,4,1,2,3,1,1
3706,6,4,1,3,3,3,3
3710,1,4,1,1,3,1,1
3711,4,4,5,3,3,3,3
3712,4,4,5,3,3,3,3
3715,3,4,6,2,3,3,1
3717,1,4,2,1,3,1,1
3721,1,4,6,1,3,3,1
3724,4,4,3,3,3,3,3
3729,1,4,1,1,3,1,1
3740,4,4,1,3,3,3,3
3742,1,4,5,1,3,2,1
3743,3,4,2,3,3,3,3
3748,5,4,1,2,3,1,1
3757,4,4,1,3,3,3,3
3762,4,4,1,3,3,3,3
3764,1,4,4,1,3,3,1
3768,6,4,2,3,3,3,3
3778,1,4,6,1,3,3,1
3789,2,4,2,1,3,1,1
3798,4,4,6,3,3,3,3
3812,3,4,4,2,3,3,1
3827,4,4,5,3,3,3,3
3828,4,4,4,3,3,3,3
3830,4,4,4,3,3,3,3
3833,4,4,2,3,3,3,3
3841,1,4,4,1,3,3,1
3848,3,4,6,2,3,3,1
3868,1,4,1,1,3,1,1
3872,1,4,3,1,3,2,1
3873,4,4,3,3,3,3,3
3875,4,4,2,3,3,3,3
3878,6,4,4,3,3,3,3
3895,4,4,5,3,3,3,3
3897,1,4,2,1,3,1,1
3899,4,4,5,3,3,3,3
3906,4,4,5,3,3,3,3
3909,1,4,4,1,3,3,1
3915,1,4,4,1,3,3,1
3916,1,4,4,1,3,3,1
3928,1,4,4,3,3,3,3
3930,4,4,1,3,3,3,3
3955,1,4,3,1,3,2,1
3958,1,4,5,1,3,2,1
3961,1,4,2,1,3,1,1
3967,1,4,6,1,3,3,1
3975,1,4,3,1,3,2,1
3983,4,4,4,3,3,3,3
3994,1,4,4,1,3,3,1
3996,1,4,4,1,3,3,1
4000,5,4,6,2,3,3,1
4003,1,4,6,1,3,3,1
4010,4,4,6,3,3,3,3
4023,1,4,2,1,3,1,1
4030,3,4,4,2,3,3,1
4031,1,4,5,1,3,2,1
4038,6,4,6,3,3,3,3
4041,1,4,1,1,3,1,1
4045,3,4,6,2,3,3,1
4046,1,4,2,1,3,1,1
4048,6,4,6,3,3,3,3
4049,1,4,3,1,3,2,1
4062,3,4,6,3,3,3,3
4068,1,4,2,1,3,1,1
4082,4,4,6,3,3,3,3
4087,4,4,2,3,3,3,3
4095,4,4,2,3,3,3,3
4102,4,4,3,3,3,3,3
4103,1,4,4,1,3,3,1
4108,3,4,5,2,3,2,1
4112,4,4,4,3,3,3,3
4113,3,4,6,2,3,3,1
4128,4,4,6,3,3,3,3
4131,1,4,1,1,3,1,1
4137,4,4,3,3,3,3,3
4138,6,4,2,3,3,3,3
4139,4,4,6,3,3,3,3
4150,1,4,2,1,3,1,1
4152,1,4,3,1,3,2,1
4163,6,4,2,3,3,3,3
4170,5,4,4,2,3,3,1
4180,6,4,5,3,3,3,3
4187,1,4,6,1,3,3,1
4191,1,4,1,3,3,3,3
4192,4,4,2,3,3,3,3
4209,1,4,5,1,3,2,1
4211,3,4,6,2,3,3,1
4223,4,4,4,3,3,3,3
4224,1,4,1,1,3,1,1
4225,4,4,4,3,3,3,3
4227,1,4,2,3,3,3,3
4231,4,4,2,3,3,3,3
4232,1,4,2,1,3,1,1
4234,3,4,5,2,3,2,1
4239,1,4,6,1,3,3,1
4246,3,4,1,2,3,1,1
4260,1,4,6,1,3,3,1
4279,1,4,6,1,3,3,1
4285,5,4,4,2,3,3,1
4286,4,4,4,3,3,3,3
4293,5,4,5,2,3,2,1
4298,4,4,5,3,3,3,3
4300,4,4,5,3,3,2,1
4301,1,4,4,1,3,3,1
4303,1,4,4,1,3,3,1
4309,1,4,6,1,3,3,1
4312,3,4,1,2,3,1,1
4315,1,4,3,1,3,2,1
4317,1,4,6,1,3,3,1
4320,1,4,1,1,3,1,1
4330,4,4,5,3,3,3,3
4333,4,4,4,3,3,3,3
4336,1,4,3,1,3,2,1
4343,1,4,1,1,3,1,1
4346,1,4,2,1,3,1,1
4363,3,4,1,2,3,1,1
4375,4,4,5,3,3,3,3
4376,4,4,4,3,3,3,3
4381,5,4,1,2,3,1,1
4383,1,4,5,1,3,2,1
4405,1,4,5,1,3,2,1
4408,6,4,5,3,3,3,3
4409,1,4,4,1,3,3,1
4410,1,4,6,1,3,3,1
4412,4,4,6,3,3,3,3
4416,4,4,3,3,3,3,3
4417,1,4,3,1,3,2,1
4424,1,4,5,1,3,2,1
4430,1,4,5,1,3,2,1
4435,1,4,2,1,3,1,1
4440,6,4,6,3,3,3,3
4453,4,4,6,3,3,3,3
4454,4,4,5,3,3,3,3
4460,2,4,3,1,3,2,1
4462,5,4,1,2,3,1,1
4465,1,4,3,1,3,2,1
4486,5,4,2,2,3,1,1
4490,6,4,5,3,3,3,3
4491,1,4,4,1,3,3,1
4495,4,4,2,3,3,3,3
4498,1,4,3,1,3,2,1
4512,6,4,4,3,3,3,3
4514,4,4,2,3,3,3,3
4520,3,4,3,2,3,2,1
4526,4,4,6,3,3,3,3
4547,1,4,4,1,3,3,1
4573,1,4,1,1,3,1,1
4576,5,4,6,2,3,3,1
4580,4,4,2,3,3,3,3
4583,3,4,6,2,3,3,1
4601,4,4,3,3,3,3,3
4602,1,4,1,1,3,1,1
4605,6,4,4,3,3,3,3
4613,4,4,2,3,3,3,3
4630,1,4,1,1,3,1,1
4636,4,4,1,3,3,3,3
4639,5,4,2,2,3,1,1
4640,4,4,5,3,3,2,1
4650,3,4,6,2,3,3,1
4654,4,4,2,3,3,3,3
4672,1,4,5,1,3,2,1
4673,4,4,3,3,3,3,3
4678,1,4,4,1,3,3,1
4690,1,4,2,1,3,1,1
4701,1,4,3,1,3,2,1
4702,3,4,5,2,3,2,1
4707,1,4,6,1,3,3,1
4711,5,4,3,2,3,2,1
4713,6,4,2,3,3,3,3
4724,3,4,4,3,3,3,3
4725,1,4,2,1,3,1,1
4740,1,4,3,1,3,2,1
4741,1,4,5,1,3,2,1
4742,1,4,1,1,3,1,1
4744,1,4,6,1,3,3,1
4748,6,4,5,3,3,3,3
4762,1,4,5,1,3,2,1
4764,1,4,1,1,3,1,1
4778,1,4,2,1,3,1,1
4781,4,4,4,3,3,3,3
4784,1,4,2,1,3,1,1
4789,1,4,4,1,3,3,1
4791,1,4,2,1,3,1,1
4794,1,4,4,1,3,3,1
4800,3,4,5,2,3,2,1
4802,1,4,4,1,3,3,1
4803,4,4,5,3,3,3,3
4815,4,4,1,3,3,3,3
4830,6,4,2,3,3,3,3
