our_best_perm,Wil_best_perm,rand_perm,nr_checks_our,nr_checks_Wil,nr_checks_rand,minimum_check_number
3355,4,4,1,3,3,1,1
3357,5,4,5,2,3,2,1
3359,3,4,2,2,3,1,1
3367,4,4,2,3,3,3,3
3370,5,4,3,2,3,2,1
3383,3,4,1,2,3,1,1
3393,1,4,6,3,3,3,3
3397,6,4,2,3,3,3,3
3426,4,4,2,3,3,3,3
3430,6,4,2,3,3,3,3
3436,4,4,6,3,3,3,3
3437,1,4,4,1,3,3,1
3460,4,4,5,3,3,3,3
3461,3,4,1,2,3,1,1
3463,4,4,5,3,3,3,3
3470,3,4,2,2,3,1,1
3474,6,4,6,3,3,3,3
3478,1,4,2,1,3,1,1
3480,6,4,1,3,3,3,3
3482,1,4,4,1,3,3,1
3484,1,4,3,3,3,3,3
3488,4,4,6,3,3,3,3
3494,1,4,1,3,3,3,3
3506,4,4,5,3,3,3,3
3529,1,4,2,3,3,3,3
3545,4,4,6,3,3,3,3
3546,1,4,5,1,3,2,1
3550,4,4,5,3,3,3,3
3552,4,4,3,3,3,3,3
3557,6,4,4,3,3,3,3
3559,1,4,3,1,3,2,1
3563,5,4,3,2,3,2,1
3567,3,4,4,2,3,3,1
3575,4,4,1,3,3,3,3
3583,4,4,3,3,3,3,3
3584,4,4,5,3,3,3,3
3586,4,4,5,3,3,3,3
3587,1,4,5,1,3,2,1
3596,3,4,3,2,3,2,1
3603,1,4,5,1,3,2,1
3611,5,4,4,2,3,3,1
3616,3,4,5,2,3,2,1
3626,1,4,6,3,3,3,3
3627,1,4,6,3,3,3,3
3629,6,4,1,3,3,3,3
3644,1,4,6,3,3,3,3
3663,6,4,2,3,3,3,3
3666,1,4,2,1,3,1,1
3670,4,4,6,3,3,3,3
3672,1,4,5,3,3,3,3
3674,1,4,6,1,3,3,1
3681,1,4,5,3,3,3,3
3682,1,4,6,3,3,3,3
3684,2,4,3,1,3,2,1
3692,6,4,3,3,3,3,3
3693,4,4,6,3,3,3,3
3698,1,4,2,3,3,3,3
3699,4,4,6,3,3,3,3
3707,4,4,6,3,3,3,3
3710,1,4,6,1,3,3,1
3711,6,4,5,3,3,3,3
3712,6,4,4,3,3,3,3
3715,3,4,2,2,3,1,1
3719,1,4,6,1,3,3,1
3728,1,4,6,1,3,3,1
3730,6,4,5,3,3,3,3
3739,1,4,4,1,3,3,1
3741,3,4,3,3,3,3,3
3748,3,4,6,2,3,3,1
3753,6,4,4,3,3,3,3
3757,6,4,2,3,3,3,3
3763,4,4,4,3,3,3,3
3769,1,4,3,1,3,2,1
3771,1,4,4,1,3,3,1
3776,4,4,1,3,3,3,3
3777,1,4,2,1,3,1,1
3781,1,4,2,1,3,1,1
3782,4,4,4,3,3,3,3
3783,4,4,1,3,3,3,3
3784,1,4,2,1,3,1,1
3786,6,4,3,3,3,3,3
3789,1,4,2,1,3,1,1
3794,4,4,5,3,3,3,3
3812,1,4,1,1,3,1,1
3819,4,4,1,3,3,3,3
3822,1,4,3,1,3,2,1
3825,4,4,5,3,3,3,3
3836,1,4,1,1,3,1,1
3841,1,4,2,1,3,1,1
