our_best_perm,Wil_best_perm,rand_perm,nr_checks_our,nr_checks_Wil,nr_checks_rand,minimum_check_number
49,4,4,2,2,2,2,1
77,4,4,1,3,3,3,3
142,4,4,3,2,2,3,1
198,4,4,3,2,2,3,1
243,4,4,4,3,3,3,3
248,4,4,1,3,3,3,3
259,4,4,1,2,2,3,1
317,4,4,2,2,2,2,1
453,4,4,2,2,2,2,1
509,4,4,3,2,2,3,1
583,4,4,1,1,1,2,1
589,4,4,2,3,3,3,3
709,4,4,2,2,2,2,1
748,4,4,1,2,2,3,1
757,4,4,4,2,2,2,1
827,4,4,1,2,2,3,1
843,4,4,2,3,3,3,3
864,4,4,1,2,2,3,1
878,4,4,4,2,2,2,1
963,4,4,3,2,2,3,1
977,4,4,2,2,2,2,1
1026,4,4,3,3,3,3,3
1139,4,4,3,2,2,3,1
1181,4,4,4,2,2,2,1
1188,4,4,2,2,2,2,1
1230,4,4,2,3,3,3,3
1276,4,4,3,3,3,3,3
1332,4,4,4,3,3,3,3
1344,2,4,1,2,2,3,1
1382,4,4,3,2,2,3,1
1419,3,4,3,3,3,3,3
1442,1,4,3,3,3,3,3
1511,2,4,1,3,3,3,3
1534,4,4,1,3,3,3,3
1597,4,4,4,3,3,3,3
1617,4,4,3,3,3,3,3
1647,3,4,1,3,3,3,3
1663,4,4,4,3,3,3,3
1670,4,4,3,3,3,3,3
1684,4,4,2,3,3,3,3
1698,4,4,2,3,3,3,3
1705,4,4,3,3,3,3,3
1712,4,4,3,2,2,3,1
1733,4,4,1,2,2,3,1
1750,4,4,4,3,3,3,3
1796,3,4,2,3,3,3,3
1859,4,4,1,3,3,3,3
1887,4,4,2,3,3,3,3
1981,4,4,4,2,2,2,1
2002,4,4,2,3,3,3,3
2016,4,4,2,2,2,2,1
2051,4,4,3,3,3,3,3
2086,4,4,1,3,3,3,3
2168,4,4,4,2,2,2,1
2265,4,4,3,3,3,3,3
2377,4,4,4,3,3,3,3
2391,4,4,4,3,3,3,3
2440,2,4,4,3,3,3,3
2454,4,4,3,3,3,3,3
2560,4,4,4,2,2,2,1
2581,2,4,1,3,3,3,3
2623,2,4,2,2,2,2,1
2651,4,4,2,3,3,3,3
2686,4,4,2,3,3,3,3
2772,4,4,4,3,3,3,3
2815,4,4,4,2,2,2,1
2822,4,4,2,2,2,2,1
2868,4,4,1,2,2,3,1
2879,2,4,3,2,2,3,1
2893,2,4,4,3,3,3,3
2958,4,4,2,3,3,3,3
2972,1,4,3,3,2,3,1
2993,4,4,4,3,3,3,3
3000,4,4,1,3,3,3,3
3030,4,4,3,2,2,3,1
3046,4,4,2,3,3,3,3
3104,4,4,1,3,3,3,3
3120,4,4,4,3,3,3,3
3148,2,4,2,2,2,2,1
3192,2,4,4,2,2,2,1
3230,4,4,3,3,3,3,3
3239,4,4,3,3,3,3,3
3321,4,4,3,2,2,3,1
3328,4,4,1,3,3,3,3
3335,4,4,2,3,3,3,3
3353,4,4,1,2,2,3,1
3388,4,4,2,3,3,3,3
3402,4,4,4,3,3,3,3
3430,4,4,1,3,3,3,3
3460,4,4,3,3,3,3,3
3485,2,4,4,2,2,2,1
3524,4,4,3,3,3,3,3
3559,2,4,3,3,3,3,3
3580,4,4,1,3,3,3,3
3643,2,4,3,2,2,3,1
3689,2,4,3,2,2,3,1
3703,2,4,1,3,3,3,3
3745,2,4,1,2,2,3,1
3768,4,4,4,3,3,3,3
3782,4,4,2,3,3,3,3
3819,4,4,3,3,3,3,3
3867,4,4,4,2,2,2,1
3930,4,4,3,3,3,3,3
3964,4,4,1,3,3,3,3
4089,4,4,4,3,3,3,3
4124,4,4,4,3,3,3,3
4145,4,4,1,2,2,3,1
4180,4,4,2,2,2,2,1
4194,4,4,2,2,2,2,1
4201,4,4,2,2,2,2,1
4228,4,4,4,2,2,2,1
4295,4,4,1,2,2,3,1
