our_best_perm,Wil_best_perm,rand_perm,nr_checks_our,nr_checks_Wil,nr_checks_rand,minimum_check_number
3351,3,4,6,2,3,3,1
3353,6,4,3,3,3,2,1
3369,5,4,2,3,3,3,3
3371,1,4,6,1,3,3,1
3377,4,4,5,3,3,3,3
3384,4,4,1,3,3,3,3
3385,1,4,1,1,3,1,1
3387,1,4,5,3,3,3,3
3402,1,4,5,1,3,2,1
3415,4,4,5,3,3,3,3
3416,1,4,3,1,3,2,1
3424,6,4,3,3,3,3,3
3426,4,4,4,3,3,3,3
3429,6,4,4,3,3,3,3
3430,6,4,2,3,3,3,3
3432,6,4,3,3,3,3,3
3445,1,4,4,1,3,3,1
3465,5,4,6,3,3,3,3
3468,4,4,3,3,3,3,3
3475,4,4,2,3,3,3,3
3478,1,4,6,1,3,3,1
3490,1,4,6,1,3,3,1
3491,1,4,6,3,3,3,3
3493,3,4,2,3,3,3,3
3501,1,4,1,1,3,1,1
3504,4,4,4,3,3,3,3
3520,4,4,3,3,3,3,3
3521,4,4,1,3,3,3,3
3522,3,4,6,3,3,3,3
3523,4,4,5,3,3,3,3
3529,1,4,3,3,3,3,3
3533,1,4,5,3,3,3,3
3538,6,4,1,3,3,3,3
3543,1,4,1,1,3,1,1
3553,4,4,5,3,3,3,3
3563,3,4,3,2,3,2,1
3565,1,4,5,3,3,3,3
3593,1,4,5,3,3,3,3
3596,3,4,3,2,3,2,1
3599,6,4,4,3,3,3,3
3611,1,4,4,1,3,3,1
3620,4,4,1,3,3,3,3
3634,1,4,3,1,3,2,1
3636,1,4,2,1,3,1,1
3641,4,4,1,3,3,3,3
3668,4,4,2,3,3,3,3
3670,6,4,6,3,3,3,3
3672,1,4,6,3,3,3,3
3674,1,4,1,1,3,1,1
3676,4,4,1,3,3,3,3
3677,3,4,1,3,3,3,3
3679,4,4,5,3,3,3,3
3681,1,4,6,3,3,3,3
3687,2,4,5,1,3,2,1
3689,6,4,5,3,3,3,3
3702,5,4,4,3,3,3,3
3703,1,4,2,1,3,1,1
3721,1,4,3,1,3,2,1
3740,4,4,6,3,3,3,3
3741,1,4,4,3,3,3,3
3746,1,4,1,1,3,1,1
3759,1,4,6,1,3,3,1
3761,4,4,6,3,3,3,3
3764,1,4,5,1,3,2,1
3768,6,4,2,3,3,3,3
3769,1,4,5,1,3,2,1
3775,1,4,6,1,3,3,1
3777,1,4,4,1,3,3,1
3779,6,4,1,3,3,3,3
3782,4,4,6,3,3,3,3
3784,1,4,1,1,3,1,1
3785,1,4,3,1,3,2,1
3794,6,4,1,3,3,3,3
3813,4,4,1,3,3,3,3
3814,3,4,6,3,3,3,3
3820,1,4,5,3,3,3,3
3825,4,4,4,3,3,3,3
3832,4,4,2,3,3,3,3
3833,5,4,4,3,3,3,3
3834,6,4,6,3,3,3,3
3842,6,4,5,3,3,3,3
3846,1,4,6,1,3,3,1
3848,5,4,5,2,3,2,1
3862,1,4,1,1,3,1,1
3881,3,4,4,3,3,3,3
3899,4,4,2,3,3,3,3
3901,1,4,4,3,3,3,3
3915,1,4,3,1,3,2,1
3917,3,4,3,3,3,3,3
3935,4,4,3,3,3,3,3
3947,5,4,3,2,3,2,1
3953,6,4,3,3,3,3,3
3958,5,4,3,2,3,2,1
3972,3,4,1,2,3,1,1
3973,4,4,5,3,3,3,3
3975,1,4,2,1,3,1,1
3979,1,4,5,1,3,2,1
3983,4,4,5,3,3,3,3
3984,1,4,4,1,3,3,1
3992,3,4,1,2,3,1,1
3993,1,4,2,1,3,1,1
3996,1,4,1,1,3,1,1
3998,1,4,4,1,3,3,1
4003,1,4,2,1,3,1,1
4005,6,4,6,3,3,3,3
4009,1,4,2,1,3,1,1
4015,4,4,5,3,3,3,3
4016,3,4,6,3,3,3,3
4020,1,4,3,1,3,2,1
4022,6,4,6,3,3,3,3
4025,1,4,2,1,3,1,1
4031,1,4,4,1,3,3,1
4038,4,4,3,3,3,3,3
4041,1,4,1,1,3,1,1
4043,1,4,1,1,3,1,1
4045,6,4,5,3,3,2,1
4047,6,4,6,3,3,3,3
4054,6,4,6,3,3,3,3
4061,1,4,4,1,3,3,1
4062,4,4,2,3,3,3,3
4063,3,4,2,3,3,3,3
4066,4,4,6,3,3,3,3
4093,5,4,6,2,3,3,1
4099,3,4,4,2,3,3,1
4105,3,4,1,3,3,3,3
4108,1,4,4,1,3,3,1
4111,6,4,2,3,3,3,3
4113,1,4,1,1,3,1,1
4116,4,4,4,3,3,3,3
4117,4,4,3,3,3,3,3
4119,3,4,1,3,3,3,3
4132,6,4,6,3,3,3,3
4133,1,4,2,1,3,1,1
4137,4,4,6,3,3,3,3
4158,3,4,1,3,3,3,3
4160,1,4,5,1,3,2,1
4172,4,4,3,3,3,3,3
4181,1,4,6,1,3,3,1
4182,4,4,5,3,3,3,3
4185,1,4,4,1,3,3,1
4191,1,4,6,3,3,3,3
4194,1,4,6,1,3,3,1
4210,1,4,1,3,3,3,3
4221,1,4,3,1,3,2,1
4224,1,4,4,1,3,3,1
4235,1,4,4,1,3,3,1
4245,4,4,5,3,3,3,3
4247,1,4,2,1,3,1,1
4250,5,4,4,2,3,3,1
4253,2,4,6,1,3,3,1
4255,5,4,5,2,3,2,1
4259,1,4,6,1,3,3,1
4260,1,4,1,1,3,1,1
4262,6,4,5,3,3,3,3
4267,1,4,6,1,3,3,1
4271,1,4,4,1,3,3,1
4272,3,4,2,2,3,1,1
4276,4,4,6,3,3,3,3
4289,1,4,2,1,3,1,1
4291,4,4,5,3,3,3,3
4311,1,4,1,1,3,1,1
4322,1,4,5,1,3,2,1
4326,1,4,5,1,3,2,1
4328,1,4,4,1,3,3,1
4342,1,4,3,1,3,2,1
4350,6,4,2,3,3,3,3
4352,1,4,5,1,3,2,1
4361,6,4,2,3,3,3,3
4382,4,4,4,3,3,3,3
4394,6,4,1,3,3,3,3
4401,4,4,2,3,3,3,3
4403,3,4,4,2,3,3,1
4406,1,4,3,1,3,2,1
4411,1,4,3,1,3,2,1
4420,4,4,1,3,3,3,3
4428,1,4,2,1,3,1,1
4433,1,4,2,1,3,1,1
4437,1,4,1,1,3,1,1
4444,1,4,1,1,3,1,1
4446,4,4,4,3,3,3,3
4453,4,4,4,3,3,3,3
4475,1,4,4,1,3,3,1
4479,4,4,4,3,3,3,3
4490,4,4,6,3,3,3,3
4502,1,4,4,1,3,3,1
4511,1,4,6,1,3,3,1
4522,1,4,5,1,3,2,1
4534,4,4,1,3,3,3,3
4538,4,4,1,3,3,3,3
4540,1,4,1,1,3,1,1
4547,1,4,2,1,3,1,1
4548,1,4,4,1,3,3,1
4551,1,4,3,1,3,2,1
4554,4,4,5,3,3,3,3
4556,1,4,5,1,3,2,1
4557,4,4,6,3,3,3,3
4558,1,4,3,1,3,2,1
4564,6,4,6,3,3,3,3
4568,1,4,2,1,3,1,1
4577,1,4,2,1,3,1,1
4579,1,4,5,1,3,2,1
4590,1,4,1,1,3,1,1
4598,4,4,1,3,3,3,3
